,word,first letter,second letter,third letter,fourth letter,fifth letter,a,b,c,d,e,f,g,h,i,j,k,l,m,n,o,p,q,r,s,t,u,v,w,x,y,z
3064,fumed,f,u,m,e,d,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
3065,lobes,l,o,b,e,s,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False
3066,omits,o,m,i,t,s,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False
3067,share,s,h,a,r,e,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3068,vines,v,i,n,e,s,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False
3069,razes,r,a,z,e,s,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True
3070,skein,s,k,e,i,n,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3071,taxes,t,a,x,e,s,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
3072,rough,r,o,u,g,h,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False
3073,hares,h,a,r,e,s,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3074,taker,t,a,k,e,r,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
3075,knelt,k,n,e,l,t,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
3076,hawks,h,a,w,k,s,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3077,skied,s,k,i,e,d,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3078,untie,u,n,t,i,e,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False
3079,curry,c,u,r,r,y,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False
3080,smite,s,m,i,t,e,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False
3081,seize,s,e,i,z,e,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
3082,front,f,r,o,n,t,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,False,False,False,False
3083,candy,c,a,n,d,y,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
3084,rived,r,i,v,e,d,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
3085,byway,b,y,w,a,y,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3086,rebut,r,e,b,u,t,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False
3087,swags,s,w,a,g,s,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
3088,dough,d,o,u,g,h,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
3089,ruins,r,u,i,n,s,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,True,False,False,False,False,False
3090,junks,j,u,n,k,s,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False
3091,sinks,s,i,n,k,s,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3092,power,p,o,w,e,r,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False
3093,hotly,h,o,t,l,y,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
3094,robed,r,o,b,e,d,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
3095,total,t,o,t,a,l,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
3096,pukes,p,u,k,e,s,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False
3097,trees,t,r,e,e,s,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
3098,theme,t,h,e,m,e,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
3099,bliss,b,l,i,s,s,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3100,thick,t,h,i,c,k,False,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
3101,aloof,a,l,o,o,f,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
3102,anion,a,n,i,o,n,True,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
3103,brake,b,r,a,k,e,True,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
3104,doubt,d,o,u,b,t,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False
3105,sooty,s,o,o,t,y,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,False
3106,sutra,s,u,t,r,a,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False
3107,sects,s,e,c,t,s,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3108,maces,m,a,c,e,s,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
3109,studs,s,t,u,d,s,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
3110,beast,b,e,a,s,t,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3111,stubs,s,t,u,b,s,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False
3112,skink,s,k,i,n,k,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
3113,flute,f,l,u,t,e,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False
3114,renal,r,e,n,a,l,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
3115,stilt,s,t,i,l,t,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
3116,privy,p,r,i,v,y,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False
3117,shear,s,h,e,a,r,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
3118,dummy,d,u,m,m,y,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
3119,saucy,s,a,u,c,y,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
3120,quake,q,u,a,k,e,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
3121,rifts,r,i,f,t,s,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False
3122,runty,r,u,n,t,y,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False,False,True,False
